kaneko 0001 1 02 00 00 BG-01-1631-01-280-A 年内 ねんない 年内
kaneko 0001 3 02 00 00 BG-01-1630-01-010-A -- とし 年
kaneko 0001 3 02 00 00 BG-08-0071-01-010-A -- の の
kaneko 0001 3 02 00 00 BG-01-1770-01-030-A -- うち 内
kaneko 0001 0 61 00 00 BG-08-0061-05-010-A に に に
kaneko 0001 1 55 00 00 BG-03-3060-09-040-A 思い掛けず おもいがけず 思い掛けず
kaneko 0001 3 55 00 00 BG-02-3060-01-010-A -- おもう おもう
kaneko 0001 3 55 00 00 BG-02-1515-07-020-A -- かける かける
kaneko 0001 3 55 00 00 BG-09-0010-01-010-A -- ず ず
kaneko 0001 0 02 00 00 BG-01-1624-02-010-A 春 はる 春
kaneko 0001 0 65 00 00 BG-08-0065-07-010-A は は は
kaneko 0001 0 48 02 04 BG-02-1527-01-010-A 来 くる 来る
kaneko 0001 0 74 54 01 BG-09-0010-04-010-A た た た
kaneko 0001 0 21 00 00 BG-01-1010-01-020-A こと こと こと
kaneko 0001 0 61 00 00 BG-08-0061-03-010-A で で で
kaneko 0001 0 47 17 01 BG-02-1200-01-010-A ある ある ある
kaneko 0001 0 69 00 00 BG-08-0069-32-010-A わ わ わ
kaneko 0001 0 79 00 00 BG-16-0079-01-010-A 、 、 、
kaneko 0001 0 58 00 00 BG-04-1170-02-030-A さては さては さては
kaneko 0001 0 57 00 00 BG-03-1000-01-010-A この この この
kaneko 0001 0 57 00 00 BG-03-1120-02-010-A 同じ おなじ 同じ
kaneko 0001 1 02 00 00 BG-01-1950-14-010-A 一年 いちねん 一年
kaneko 0001 3 02 00 00 BG-01-1950-01-030-A -- いち 一
kaneko 0001 3 02 00 00 BG-01-1630-01-010-A -- とし 年
kaneko 0001 0 71 00 00 BG-08-0071-01-010-A の の の
kaneko 0001 0 22 00 00 BG-01-1770-01-030-A 内 うち 内
kaneko 0001 0 71 00 00 BG-08-0071-01-010-A の の の
kaneko 0001 0 16 00 00 BG-01-1642-02-130-A 昨日 きのう 昨日
kaneko 0001 0 66 00 00 BG-01-1990-05-020-A まで まで まで
kaneko 0001 0 61 00 00 BG-08-0061-10-010-A を を を
kaneko 0001 0 79 00 00 BG-16-0079-01-010-A 、 、 、
kaneko 0001 0 16 00 00 BG-01-1642-02-010-A 去年 きょねん 去年
kaneko 0001 0 62 00 00 BG-08-0062-01-010-A と と と
kaneko 0001 0 47 21 03 BG-02-3120-01-010-A 言お いう 言う
kaneko 0001 0 74 70 01 BG-09-0010-02-010-A う う う
kaneko 0001 0 70 00 00 BG-08-0069-28-015-A か か か
kaneko 0001 0 79 00 00 BG-16-0079-01-010-A 、 、 、
kaneko 0001 0 58 00 00 BG-04-1140-02-010-A それとも それとも それとも
kaneko 0001 1 02 00 00 BG-01-1641-02-010-A 今年 ことし 今年
kaneko 0001 3 02 00 00 BG-03-1000-01-010-A -- この この
kaneko 0001 3 02 00 00 BG-01-1630-01-010-A -- とし 年
kaneko 0001 0 62 00 00 BG-08-0062-01-010-A と と と
kaneko 0001 0 47 21 03 BG-02-3120-01-010-A 言お いう 言う
kaneko 0001 0 74 70 01 BG-09-0010-02-010-A う う う
kaneko 0001 0 70 00 00 BG-08-0069-28-015-A か か か
kaneko 0001 0 78 00 00 BG-16-0078-01-010-A 。 。 。
kaneko 0010 1 02 00 00 BG-01-1641-02-010-A 今年 ことし 今年
kaneko 0010 3 02 00 00 BG-03-1000-01-010-A -- この この
kaneko 0010 3 02 00 00 BG-01-1630-01-010-A -- とし 年
kaneko 0010 0 65 00 00 BG-08-0065-07-010-A は は は
kaneko 0010 0 02 00 00 BG-01-1624-02-010-A 春 はる 春
kaneko 0010 0 71 00 00 BG-08-0071-01-010-A の の の
kaneko 0010 0 48 02 03 BG-02-1527-01-010-A 来よ くる 来る
kaneko 0010 0 74 70 01 BG-09-0010-02-010-A う う う
kaneko 0010 0 64 00 00 BG-08-0064-04-010-A が が が
kaneko 0010 0 56 00 00 BG-01-1613-01-080-A いつも いつも いつも
kaneko 0010 0 55 00 00 BG-03-1992-07-050-A より より より
kaneko 0010 1 51 50 01 BG-03-1940-01-010-A 早い はやい 早い
kaneko 0010 2 51 50 01 BG-03-1660-03-010-A -- はやい 早い
kaneko 0010 0 21 00 00 BG-07-0010-03-010-A の の の
kaneko 0010 0 70 00 00 BG-08-0069-28-015-A か か か
kaneko 0010 0 79 00 00 BG-16-0079-01-010-A 、 、 、
kaneko 0010 0 58 00 00 BG-04-1140-02-010-A それとも それとも それとも
kaneko 0010 0 02 00 00 BG-01-1624-02-010-A 春 はる 春
kaneko 0010 0 65 00 00 BG-08-0065-07-010-A は は は
kaneko 0010 0 18 00 00 BG-03-1310-02-030-A 尋常 じんじょう 尋常
kaneko 0010 0 72 00 00 BG-08-0072-02-010-A に に に
kaneko 0010 0 47 02 04 BG-02-1527-01-010-A 来 くる 来る
kaneko 0010 0 74 54 01 BG-09-0010-04-010-A た た た
kaneko 0010 0 64 00 00 BG-08-0064-04-010-A が が が
kaneko 0010 0 79 00 00 BG-16-0079-01-010-A 、 、 、
kaneko 0010 0 02 00 00 BG-01-5530-12-010-A 花 はな 花
kaneko 0010 0 71 00 00 BG-08-0071-01-010-A の の の
kaneko 0010 0 02 00 00 BG-02-5810-10-020-A 咲き さき 咲き
kaneko 0010 1 28 00 00 BG-03-1300-01-010-A よう よう よう
kaneko 0010 2 28 00 00 BG-03-1140-01-070-A -- よう よう
kaneko 0010 0 61 00 00 BG-08-0061-02-010-A が が が
kaneko 0010 0 51 50 01 BG-02-1600-09-090-A 遅い おそい 遅い
kaneko 0010 0 21 00 00 BG-07-0010-03-010-A の の の
kaneko 0010 0 70 00 00 BG-08-0069-28-015-A か か か
kaneko 0010 0 79 00 00 BG-16-0079-01-010-A 、 、 、
kaneko 0010 0 57 00 00 BG-03-1000-02-010-A その その その
kaneko 0010 0 14 00 00 BG-01-1000-01-100-A どちら どちら どちら
kaneko 0010 0 70 00 00 BG-08-0069-28-015-A か か か
kaneko 0010 0 62 00 00 BG-08-0062-01-010-A と と と
kaneko 0010 0 47 21 01 BG-02-3120-01-010-A いう いう いう
kaneko 0010 0 21 00 00 BG-01-1010-01-020-A こと こと こと
kaneko 0010 0 61 00 00 BG-08-0061-10-010-A を を を
kaneko 0010 0 17 00 00 BG-01-3066-09-010-A 判断 はんだん 判断
kaneko 0010 0 47 03 02 BG-02-3420-01-010-A す する する
kaneko 0010 0 74 60 04 BG-04-3110-02-140-A べき べし べし
kaneko 0010 0 02 00 00 BG-03-3700-01-050-A 肝腎 かんじん 肝腎
kaneko 0010 0 71 00 00 BG-08-0071-01-010-A の の の
kaneko 0010 0 02 00 00 BG-01-5620-02-130-A 鴬 うぐいす 鴬
kaneko 0010 1 65 00 00 BG-01-1990-05-050-A すら すら すら
kaneko 0010 2 65 00 00 BG-08-0065-04-010-A -- すら すら
